リーグ名,チーム名,選手名,年度,日付,ストライクカウント,ボールカウント,結果
セリーグ,阪神,梅野　隆太郎,2014,05/18,1,0,遊安
セリーグ,阪神,梅野　隆太郎,2014,05/18,1,1,中２
セリーグ,阪神,梅野　隆太郎,2014,05/10,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,05/07,2,1,空三振
セリーグ,阪神,梅野　隆太郎,2014,05/07,1,3,四球
セリーグ,阪神,梅野　隆太郎,2014,05/07,1,1,左飛
セリーグ,阪神,梅野　隆太郎,2014,05/07,2,2,空三振
セリーグ,阪神,梅野　隆太郎,2014,05/06,0,1,左本(2)
セリーグ,阪神,梅野　隆太郎,2014,05/05,2,2,捕ゴロ
セリーグ,阪神,梅野　隆太郎,2014,05/05,2,1,空三振
セリーグ,阪神,梅野　隆太郎,2014,05/05,1,1,一邪飛
セリーグ,阪神,梅野　隆太郎,2014,05/04,1,1,投失
セリーグ,阪神,梅野　隆太郎,2014,05/04,2,3,四球
セリーグ,阪神,梅野　隆太郎,2014,05/04,2,0,中２
セリーグ,阪神,梅野　隆太郎,2014,05/04,1,2,左安
セリーグ,阪神,梅野　隆太郎,2014,05/01,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,05/01,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/27,2,0,遊ゴロ
セリーグ,阪神,梅野　隆太郎,2014,04/27,0,0,左本(1)
セリーグ,阪神,梅野　隆太郎,2014,04/25,2,2,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/23,1,1,右飛
セリーグ,阪神,梅野　隆太郎,2014,04/23,1,0,一飛
セリーグ,阪神,梅野　隆太郎,2014,04/23,1,2,遊飛
セリーグ,阪神,梅野　隆太郎,2014,04/23,0,0,右飛
セリーグ,阪神,梅野　隆太郎,2014,04/20,1,2,死球
セリーグ,阪神,梅野　隆太郎,2014,04/20,0,1,左飛
セリーグ,阪神,梅野　隆太郎,2014,04/20,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/20,0,0,遊ゴロ
セリーグ,阪神,梅野　隆太郎,2014,04/19,1,2,中２
セリーグ,阪神,梅野　隆太郎,2014,04/19,0,3,四球
セリーグ,阪神,梅野　隆太郎,2014,04/19,0,3,四球
セリーグ,阪神,梅野　隆太郎,2014,04/17,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/06,2,1,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/06,1,2,中飛
セリーグ,阪神,梅野　隆太郎,2014,04/06,1,2,中安
セリーグ,阪神,梅野　隆太郎,2014,04/06,1,1,二飛
セリーグ,阪神,梅野　隆太郎,2014,04/05,2,1,二ゴロ
セリーグ,阪神,梅野　隆太郎,2014,04/03,2,2,空三振
セリーグ,阪神,梅野　隆太郎,2014,04/01,2,0,空三振
セリーグ,阪神,梅野　隆太郎,2014,03/30,0,0,左安
セリーグ,阪神,梅野　隆太郎,2014,03/30,2,1,空三振
セリーグ,阪神,梅野　隆太郎,2014,03/29,2,0,中飛
セリーグ,阪神,梅野　隆太郎,2014,03/28,1,1,左飛
セリーグ,阪神,梅野　隆太郎,2014,03/28,1,1,中飛
セリーグ,阪神,柴田　講平,2014,09/20,2,1,一ゴロ
セリーグ,阪神,柴田　講平,2014,09/17,0,2,中飛
セリーグ,阪神,柴田　講平,2014,09/15,2,0,右飛
セリーグ,阪神,柴田　講平,2014,09/13,0,0,遊ゴロ
セリーグ,阪神,柴田　講平,2014,09/11,1,2,右飛
セリーグ,阪神,柴田　講平,2014,09/10,1,1,一ゴロ
セリーグ,阪神,柴田　講平,2014,09/09,2,2,一ゴロ
セリーグ,阪神,柴田　講平,2014,09/07,2,2,三ゴロ
セリーグ,阪神,柴田　講平,2014,09/06,2,0,空三振
セリーグ,阪神,柴田　講平,2014,09/06,0,1,三安
セリーグ,阪神,柴田　講平,2014,09/06,2,1,一ゴロ
セリーグ,阪神,柴田　講平,2014,09/05,2,3,三直
セリーグ,阪神,柴田　講平,2014,06/22,2,2,二２
セリーグ,阪神,柴田　講平,2014,06/22,2,3,空三振
セリーグ,阪神,柴田　講平,2014,06/21,1,0,右邪飛
セリーグ,阪神,柴田　講平,2014,06/12,0,2,中安
セリーグ,阪神,柴田　講平,2014,06/12,2,1,三ゴロ
セリーグ,阪神,柴田　講平,2014,06/11,2,2,空三振
セリーグ,阪神,柴田　講平,2014,06/11,2,0,遊ゴロ
セリーグ,阪神,柴田　講平,2014,05/16,0,0,二ゴロ
セリーグ,阪神,柴田　講平,2014,05/13,1,1,左飛
セリーグ,阪神,柴田　講平,2014,05/13,2,1,遊ゴロ
セリーグ,阪神,柴田　講平,2014,05/13,1,2,左飛
セリーグ,阪神,柴田　講平,2014,05/13,2,2,見三振
セリーグ,阪神,柴田　講平,2014,05/13,0,1,中飛
セリーグ,阪神,柴田　講平,2014,05/11,2,0,空三振
セリーグ,阪神,柴田　講平,2014,05/11,2,2,空三振
セリーグ,阪神,柴田　講平,2014,05/11,1,1,投ゴロ
セリーグ,阪神,柴田　講平,2014,05/11,2,2,遊ゴロ
セリーグ,阪神,柴田　講平,2014,05/10,0,0,左安
セリーグ,阪神,柴田　講平,2014,05/10,1,1,中安(1)
セリーグ,阪神,柴田　講平,2014,05/10,2,2,二ゴロ
セリーグ,阪神,柴田　講平,2014,05/10,1,0,左安
セリーグ,阪神,柴田　講平,2014,05/09,2,3,四球
セリーグ,阪神,柴田　講平,2014,05/09,0,1,投ゴロ
セリーグ,阪神,柴田　講平,2014,05/09,2,2,右安
セリーグ,阪神,柴田　講平,2014,05/09,2,1,一ゴロ
セリーグ,阪神,柴田　講平,2014,05/07,1,0,左飛
セリーグ,阪神,柴田　講平,2014,05/06,2,3,空三振
セリーグ,阪神,柴田　講平,2014,05/06,2,1,遊併打
セリーグ,阪神,荒木　郁也,2014,05/09,2,2,見三振
セリーグ,阪神,荒木　郁也,2014,05/09,1,2,遊ゴロ
セリーグ,阪神,荒木　郁也,2014,05/09,0,1,二ゴロ
セリーグ,阪神,荒木　郁也,2014,05/06,2,2,左飛
セリーグ,阪神,荒木　郁也,2014,05/06,1,1,右飛
セリーグ,阪神,荒木　郁也,2014,05/06,1,0,二ゴロ
セリーグ,阪神,荒木　郁也,2014,05/05,0,1,中安
セリーグ,阪神,荒木　郁也,2014,05/04,2,2,空三振
セリーグ,阪神,荒木　郁也,2014,05/04,0,0,投犠打
セリーグ,阪神,清水　誉,2014,08/15,0,0,三ゴロ
セリーグ,阪神,清水　誉,2014,08/15,2,1,投ゴロ
セリーグ,阪神,清水　誉,2014,08/15,2,2,中飛
セリーグ,阪神,清水　誉,2014,08/09,1,0,右飛
セリーグ,阪神,清水　誉,2014,08/09,0,1,右安(1)
セリーグ,阪神,清水　誉,2014,08/09,2,3,中安
セリーグ,阪神,清水　誉,2014,06/17,1,1,投犠打
セリーグ,阪神,清水　誉,2014,06/17,2,2,空三振
セリーグ,阪神,清水　誉,2014,06/08,0,2,遊ゴロ
セリーグ,阪神,清水　誉,2014,05/31,1,0,三ゴロ
セリーグ,阪神,清水　誉,2014,05/31,2,0,空三振
セリーグ,阪神,清水　誉,2014,05/31,1,3,四球
セリーグ,阪神,清水　誉,2014,05/31,2,2,バ三振
セリーグ,阪神,清水　誉,2014,05/28,2,2,空三振
セリーグ,阪神,清水　誉,2014,05/28,2,2,空三振
セリーグ,阪神,清水　誉,2014,05/28,2,1,死球
セリーグ,阪神,清水　誉,2014,05/27,2,1,二ゴロ
セリーグ,阪神,清水　誉,2014,05/27,2,1,遊ゴロ
セリーグ,阪神,清水　誉,2014,05/27,2,0,空三振
セリーグ,阪神,清水　誉,2014,05/24,2,1,右飛
セリーグ,阪神,清水　誉,2014,05/24,1,0,二ゴロ(1)
セリーグ,阪神,清水　誉,2014,05/24,0,1,二飛
セリーグ,阪神,清水　誉,2014,05/21,0,1,左飛
セリーグ,阪神,清水　誉,2014,05/18,0,0,二ゴロ
セリーグ,阪神,清水　誉,2014,05/13,1,2,遊飛
セリーグ,阪神,清水　誉,2014,05/06,2,3,空三振
セリーグ,阪神,清水　誉,2014,05/06,0,1,左２
セリーグ,阪神,清水　誉,2014,04/06,2,3,四球
セリーグ,阪神,清水　誉,2014,04/06,0,0,右飛
セリーグ,阪神,清水　誉,2014,04/02,0,2,二ゴロ
セリーグ,阪神,清水　誉,2014,03/28,1,1,一失
セリーグ,阪神,清水　誉,2014,03/28,2,0,空三振
セリーグ,阪神,呉　昇桓,2014,09/26,2,1,バ三振
セリーグ,阪神,呉　昇桓,2014,09/21,0,0,二安
セリーグ,阪神,鶴　直人,2014,07/06,2,1,中安
セリーグ,阪神,鶴　直人,2014,05/04,2,3,三邪飛
セリーグ,阪神,鶴　直人,2014,05/04,1,0,一ゴロ
セリーグ,阪神,金田　和之,2014,08/30,2,0,投ゴロ
セリーグ,阪神,金田　和之,2014,08/21,1,0,中安
セリーグ,阪神,金田　和之,2014,08/21,2,2,空三振
セリーグ,阪神,金田　和之,2014,07/26,0,0,投犠打
セリーグ,阪神,金田　和之,2014,04/19,1,0,三ゴロ
セリーグ,阪神,金田　和之,2014,04/05,2,2,見三振
セリーグ,阪神,藤浪　晋太郎,2014,09/26,0,0,遊ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,09/26,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,09/19,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,09/19,2,2,二ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,09/19,0,2,左安(1)
セリーグ,阪神,藤浪　晋太郎,2014,09/12,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,09/12,0,0,中２(1)
セリーグ,阪神,藤浪　晋太郎,2014,09/12,1,1,投犠打
セリーグ,阪神,藤浪　晋太郎,2014,09/12,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,09/06,2,1,中飛
セリーグ,阪神,藤浪　晋太郎,2014,09/06,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,08/28,2,0,バ三振
セリーグ,阪神,藤浪　晋太郎,2014,08/22,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,08/22,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,08/14,2,2,見三振
セリーグ,阪神,藤浪　晋太郎,2014,08/14,1,1,二飛
セリーグ,阪神,藤浪　晋太郎,2014,08/08,2,0,見三振
セリーグ,阪神,藤浪　晋太郎,2014,08/08,0,0,投犠打
セリーグ,阪神,藤浪　晋太郎,2014,08/08,0,0,投犠打
セリーグ,阪神,藤浪　晋太郎,2014,08/01,2,0,遊ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,08/01,1,0,中安(2)
セリーグ,阪神,藤浪　晋太郎,2014,08/01,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/25,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/25,2,0,中飛
セリーグ,阪神,藤浪　晋太郎,2014,07/15,1,0,三ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,07/15,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/15,2,3,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/15,2,0,見三振
セリーグ,阪神,藤浪　晋太郎,2014,07/09,0,0,捕併打
セリーグ,阪神,藤浪　晋太郎,2014,07/09,0,0,中飛
セリーグ,阪神,藤浪　晋太郎,2014,07/09,2,1,左安
セリーグ,阪神,藤浪　晋太郎,2014,07/09,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/01,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,07/01,2,1,遊ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,07/01,2,0,捕飛
セリーグ,阪神,藤浪　晋太郎,2014,06/11,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,06/11,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,06/04,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,06/04,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,06/04,2,2,空三振
セリーグ,阪神,藤浪　晋太郎,2014,05/13,2,0,見三振
セリーグ,阪神,藤浪　晋太郎,2014,05/13,2,0,空三振
セリーグ,阪神,藤浪　晋太郎,2014,05/06,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,05/06,2,2,バ三振
セリーグ,阪神,藤浪　晋太郎,2014,04/30,1,0,一ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,04/30,0,1,右安
セリーグ,阪神,藤浪　晋太郎,2014,04/22,1,1,中安(1)
セリーグ,阪神,藤浪　晋太郎,2014,04/22,1,1,投犠打
セリーグ,阪神,藤浪　晋太郎,2014,04/22,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,04/15,2,2,遊ゴロ
セリーグ,阪神,藤浪　晋太郎,2014,04/15,2,1,空三振
セリーグ,阪神,藤浪　晋太郎,2014,04/15,1,0,右本(1)
セリーグ,阪神,藤浪　晋太郎,2014,04/15,0,2,一犠打
セリーグ,阪神,藤浪　晋太郎,2014,04/08,0,0,左安
セリーグ,阪神,藤浪　晋太郎,2014,04/08,2,2,バ三振
セリーグ,阪神,藤浪　晋太郎,2014,04/08,2,2,一犠野
セリーグ,阪神,藤浪　晋太郎,2014,04/01,2,2,バ三振
セリーグ,阪神,藤浪　晋太郎,2014,04/01,2,3,左２
セリーグ,阪神,榎田　大樹,2014,05/21,2,0,空三振
セリーグ,阪神,榎田　大樹,2014,05/21,0,0,捕邪飛
セリーグ,阪神,榎田　大樹,2014,05/10,0,0,投犠打
セリーグ,阪神,榎田　大樹,2014,05/10,0,1,左安
セリーグ,阪神,榎田　大樹,2014,04/13,2,0,空三振
セリーグ,阪神,榎田　大樹,2014,04/13,2,0,遊併打
セリーグ,阪神,榎田　大樹,2014,04/06,0,0,三犠打
セリーグ,阪神,榎田　大樹,2014,03/30,2,1,空三振
セリーグ,阪神,岩崎　優,2014,09/27,1,2,右安
セリーグ,阪神,岩崎　優,2014,09/21,2,0,二ゴロ
セリーグ,阪神,岩崎　優,2014,09/21,2,0,右安
セリーグ,阪神,岩崎　優,2014,09/15,2,0,見三振
セリーグ,阪神,岩崎　優,2014,09/15,2,0,空三振
セリーグ,阪神,岩崎　優,2014,09/04,2,0,投ゴロ
セリーグ,阪神,岩崎　優,2014,09/04,2,2,空三振
セリーグ,阪神,岩崎　優,2014,07/26,2,1,左２
セリーグ,阪神,岩崎　優,2014,07/14,2,3,見三振
セリーグ,阪神,岩崎　優,2014,07/05,2,2,二ゴロ
セリーグ,阪神,岩崎　優,2014,07/05,2,1,空三振
セリーグ,阪神,岩崎　優,2014,06/28,0,0,一犠打
セリーグ,阪神,岩崎　優,2014,06/28,2,1,投ゴロ
セリーグ,阪神,岩崎　優,2014,06/12,2,0,空三振
セリーグ,阪神,岩崎　優,2014,06/12,1,0,投犠打
セリーグ,阪神,岩崎　優,2014,05/18,2,1,空三振
セリーグ,阪神,岩崎　優,2014,05/07,2,1,空三振
セリーグ,阪神,岩崎　優,2014,05/07,2,1,空三振
セリーグ,阪神,岩崎　優,2014,05/01,2,0,バ三振
セリーグ,阪神,岩崎　優,2014,04/24,2,1,見三振
セリーグ,阪神,岩崎　優,2014,04/24,2,1,空三振
セリーグ,阪神,岩崎　優,2014,04/24,2,0,空三振
セリーグ,阪神,岩崎　優,2014,04/16,2,0,左安
セリーグ,阪神,岩崎　優,2014,04/16,1,0,投ゴロ
セリーグ,阪神,岩崎　優,2014,04/09,2,2,見三振
セリーグ,阪神,岩崎　優,2014,04/09,2,0,左飛
セリーグ,阪神,岩崎　優,2014,04/02,2,1,見三振
セリーグ,阪神,能見　篤史,2014,10/01,2,1,遊ゴロ
セリーグ,阪神,能見　篤史,2014,10/01,0,1,投野選
セリーグ,阪神,能見　篤史,2014,09/24,2,2,中飛
セリーグ,阪神,能見　篤史,2014,09/24,2,2,見三振
セリーグ,阪神,能見　篤史,2014,09/24,2,3,四球
セリーグ,阪神,能見　篤史,2014,09/17,2,2,空三振
セリーグ,阪神,能見　篤史,2014,09/17,2,1,見三振
セリーグ,阪神,能見　篤史,2014,09/17,2,1,空三振
セリーグ,阪神,能見　篤史,2014,09/17,0,2,右飛
セリーグ,阪神,能見　篤史,2014,09/11,2,2,中安
セリーグ,阪神,能見　篤史,2014,09/05,2,3,四球
セリーグ,阪神,能見　篤史,2014,09/05,2,2,右安
セリーグ,阪神,能見　篤史,2014,08/29,2,2,投犠打
セリーグ,阪神,能見　篤史,2014,08/29,2,3,右安
セリーグ,阪神,能見　篤史,2014,08/29,2,0,見三振
セリーグ,阪神,能見　篤史,2014,08/23,2,2,空三振
セリーグ,阪神,能見　篤史,2014,08/23,1,3,四球
セリーグ,阪神,能見　篤史,2014,08/23,2,3,二ゴロ
セリーグ,阪神,能見　篤史,2014,08/15,2,1,空三振
セリーグ,阪神,能見　篤史,2014,08/15,2,1,遊ゴロ
セリーグ,阪神,能見　篤史,2014,08/15,2,0,遊飛
セリーグ,阪神,能見　篤史,2014,08/09,2,1,空三振
セリーグ,阪神,能見　篤史,2014,08/09,0,2,左安(1)
セリーグ,阪神,能見　篤史,2014,08/09,0,1,投犠打
セリーグ,阪神,能見　篤史,2014,07/31,1,0,捕犠打
セリーグ,阪神,能見　篤史,2014,07/31,2,1,二ゴロ
セリーグ,阪神,能見　篤史,2014,07/23,2,3,空三振
セリーグ,阪神,能見　篤史,2014,07/23,2,1,空三振
セリーグ,阪神,能見　篤史,2014,07/23,0,0,捕犠打
セリーグ,阪神,能見　篤史,2014,07/12,2,3,空三振
セリーグ,阪神,能見　篤史,2014,07/12,2,1,空三振
セリーグ,阪神,能見　篤史,2014,06/14,2,1,見三振
セリーグ,阪神,能見　篤史,2014,06/14,2,3,空三振
セリーグ,阪神,能見　篤史,2014,05/31,2,0,空三振
セリーグ,阪神,能見　篤史,2014,05/31,2,3,四球
セリーグ,阪神,能見　篤史,2014,05/31,0,0,捕ゴロ
セリーグ,阪神,能見　篤史,2014,05/24,2,2,見三振
セリーグ,阪神,能見　篤史,2014,05/24,1,1,遊ゴロ
セリーグ,阪神,能見　篤史,2014,05/24,2,3,二ゴロ
セリーグ,阪神,能見　篤史,2014,05/16,1,0,二ゴロ
セリーグ,阪神,能見　篤史,2014,05/16,0,0,右飛
セリーグ,阪神,能見　篤史,2014,05/09,2,3,左飛
セリーグ,阪神,能見　篤史,2014,05/09,1,1,中２
セリーグ,阪神,能見　篤史,2014,05/03,2,1,左飛
セリーグ,阪神,能見　篤史,2014,05/03,2,1,一ゴロ
セリーグ,阪神,能見　篤史,2014,05/03,2,0,見三振
セリーグ,阪神,能見　篤史,2014,04/25,2,3,左安
セリーグ,阪神,能見　篤史,2014,04/25,2,2,三ゴロ
セリーグ,阪神,能見　篤史,2014,04/25,2,2,バ三振
セリーグ,阪神,能見　篤史,2014,04/25,2,3,バ三振
セリーグ,阪神,能見　篤史,2014,04/18,2,3,空三振
セリーグ,阪神,能見　篤史,2014,04/18,2,0,遊ゴロ
セリーグ,阪神,能見　篤史,2014,04/18,2,3,中飛
セリーグ,阪神,能見　篤史,2014,04/12,2,2,見三振
セリーグ,阪神,能見　篤史,2014,04/12,1,1,遊飛
セリーグ,阪神,能見　篤史,2014,04/12,1,1,遊ゴロ
セリーグ,阪神,能見　篤史,2014,04/12,1,1,投併打
セリーグ,阪神,能見　篤史,2014,04/03,2,2,遊ゴロ
セリーグ,阪神,能見　篤史,2014,04/03,2,1,左安(1)
セリーグ,阪神,能見　篤史,2014,04/03,2,0,見三振
セリーグ,阪神,能見　篤史,2014,03/28,1,1,捕犠打
セリーグ,阪神,能見　篤史,2014,03/28,2,3,遊ゴロ
セリーグ,阪神,岩田　稔,2014,09/29,2,1,三安
セリーグ,阪神,岩田　稔,2014,09/29,2,1,遊飛
セリーグ,阪神,岩田　稔,2014,09/23,0,1,投犠打
セリーグ,阪神,岩田　稔,2014,09/23,2,0,空三振
セリーグ,阪神,岩田　稔,2014,09/23,2,0,投ゴロ
セリーグ,阪神,岩田　稔,2014,09/16,2,0,空三振
セリーグ,阪神,岩田　稔,2014,09/16,2,1,バ三振
セリーグ,阪神,岩田　稔,2014,09/10,1,1,一ゴロ
セリーグ,阪神,岩田　稔,2014,09/10,2,1,空三振
セリーグ,阪神,岩田　稔,2014,09/03,2,1,バ三振
セリーグ,阪神,岩田　稔,2014,09/03,2,1,バ三振
セリーグ,阪神,岩田　稔,2014,08/27,2,3,二ゴロ
セリーグ,阪神,岩田　稔,2014,08/27,2,0,見三振
セリーグ,阪神,岩田　稔,2014,08/20,1,1,一ゴロ
セリーグ,阪神,岩田　稔,2014,08/20,1,1,三ゴロ
セリーグ,阪神,岩田　稔,2014,08/13,1,0,一邪飛
セリーグ,阪神,岩田　稔,2014,08/06,2,1,空三振
セリーグ,阪神,岩田　稔,2014,08/06,1,0,一犠打
セリーグ,阪神,岩田　稔,2014,07/29,2,3,空三振
セリーグ,阪神,岩田　稔,2014,07/29,1,0,二ゴロ
セリーグ,阪神,岩田　稔,2014,07/21,0,0,三犠打
セリーグ,阪神,岩田　稔,2014,07/21,0,2,遊ゴロ
セリーグ,阪神,岩田　稔,2014,07/13,2,2,二ゴロ
セリーグ,阪神,岩田　稔,2014,07/13,0,0,左安
セリーグ,阪神,岩田　稔,2014,07/08,0,0,中安(1)
セリーグ,阪神,岩田　稔,2014,07/08,2,1,一ゴロ
セリーグ,阪神,岩田　稔,2014,07/08,2,0,空三振
セリーグ,阪神,岩田　稔,2014,07/02,2,0,空三振
セリーグ,阪神,岩田　稔,2014,07/02,2,1,空三振
セリーグ,阪神,岩田　稔,2014,06/01,1,0,投犠野
セリーグ,阪神,岩田　稔,2014,06/01,2,1,捕犠打
セリーグ,阪神,岩田　稔,2014,06/01,0,0,遊ゴロ
セリーグ,阪神,岩田　稔,2014,05/14,2,1,空三振
セリーグ,阪神,岩田　稔,2014,05/14,2,1,空三振
セリーグ,阪神,岩田　稔,2014,05/14,2,0,右安
セリーグ,阪神,岩田　稔,2014,05/14,2,3,見三振
セリーグ,阪神,岩田　稔,2014,05/08,1,0,投ゴロ
セリーグ,阪神,岩田　稔,2014,05/08,1,1,遊ゴロ
セリーグ,阪神,岩田　稔,2014,04/26,2,3,四球
セリーグ,阪神,岩田　稔,2014,04/26,2,0,空三振
セリーグ,阪神,岩田　稔,2014,04/26,2,1,捕併打
セリーグ,阪神,岩田　稔,2014,04/26,2,0,見三振
セリーグ,阪神,岩田　稔,2014,04/20,2,1,バ三振
セリーグ,阪神,メッセンジャー,2014,09/30,2,3,二ゴロ
セリーグ,阪神,メッセンジャー,2014,09/30,2,0,見三振
セリーグ,阪神,メッセンジャー,2014,09/25,2,3,空三振
セリーグ,阪神,メッセンジャー,2014,09/25,0,0,投ゴロ
セリーグ,阪神,メッセンジャー,2014,09/20,2,2,遊ゴロ
セリーグ,阪神,メッセンジャー,2014,09/20,2,0,見三振
セリーグ,阪神,メッセンジャー,2014,09/14,2,1,見三振
セリーグ,阪神,メッセンジャー,2014,09/14,0,2,三失
セリーグ,阪神,メッセンジャー,2014,09/09,2,2,見三振
セリーグ,阪神,メッセンジャー,2014,09/02,2,2,見三振
セリーグ,阪神,メッセンジャー,2014,09/02,2,1,バ三振
セリーグ,阪神,メッセンジャー,2014,08/26,2,3,中安
